TreeDepth,PID,PPID,ImageFileName,Offset(V),Threads,Handles,SessionId,Wow64,CreateTime,ExitTime,File output
0,2188,1008,SearchFilterHo,0x4bf93a0,0,-,0,False,2023-03-28 23:15:01.000000 UTC,2023-03-28 23:17:33.000000 UTC,Disabled
0,268,800,dwm.exe,0x7e0d88c8,3,73,1,False,2023-03-28 22:35:36.000000 UTC,N/A,Disabled
0,328,120,explorer.exe,0x7e0e5290,39,1109,1,False,2023-03-28 22:35:36.000000 UTC,N/A,Disabled
0,360,456,taskhost.exe,0x7e0f42b8,8,179,1,False,2023-03-28 22:35:36.000000 UTC,N/A,Disabled
0,1008,456,SearchIndexer.,0x7e166478,15,784,0,False,2023-03-28 22:35:43.000000 UTC,N/A,Disabled
0,932,456,wmpnetwk.exe,0x7e186a68,10,213,0,False,2023-03-28 22:35:50.000000 UTC,N/A,Disabled
0,2476,2728,chrome.exe,0x7e1879b0,14,420,1,False,2023-03-28 22:41:16.000000 UTC,N/A,Disabled
0,2768,372,conhost.exe,0x7e5d3a20,0,-,1,False,2023-03-28 23:17:18.000000 UTC,2023-03-28 23:17:18.000000 UTC,Disabled
0,372,356,csrss.exe,0x7e5ecd40,9,382,1,False,2023-03-28 22:35:28.000000 UTC,N/A,Disabled
0,364,296,wininit.exe,0x7e5f2a58,3,76,0,False,2023-03-28 22:35:28.000000 UTC,N/A,Disabled
0,2780,2728,chrome.exe,0x7e607030,15,426,1,False,2023-03-28 22:39:35.000000 UTC,N/A,Disabled
0,456,364,services.exe,0x7e649b20,10,194,0,False,2023-03-28 22:35:28.000000 UTC,N/A,Disabled
0,472,364,lsass.exe,0x7e654318,10,563,0,False,2023-03-28 22:35:28.000000 UTC,N/A,Disabled
0,488,364,lsm.exe,0x7e65b820,10,140,0,False,2023-03-28 22:35:28.000000 UTC,N/A,Disabled
0,1316,328,regsvr32.exe,0x7e65e1c0,0,-,1,False,2023-03-28 22:35:36.000000 UTC,2023-03-28 22:35:37.000000 UTC,Disabled
0,588,456,svchost.exe,0x7e6976c0,10,352,0,False,2023-03-28 22:35:28.000000 UTC,N/A,Disabled
0,748,456,svchost.exe,0x7e6b3878,22,497,0,False,2023-03-28 22:35:28.000000 UTC,N/A,Disabled
0,800,456,svchost.exe,0x7e6d29a8,12,301,0,False,2023-03-28 22:35:28.000000 UTC,N/A,Disabled
0,1536,2728,chrome.exe,0x7e6ded40,11,160,1,False,2023-03-28 23:15:00.000000 UTC,N/A,Disabled
0,964,456,svchost.exe,0x7e6f8af0,20,543,0,False,2023-03-28 22:35:28.000000 UTC,N/A,Disabled
0,1052,456,svchost.exe,0x7e7137a0,16,486,0,False,2023-03-28 22:35:29.000000 UTC,N/A,Disabled
0,1260,456,svchost.exe,0x7e762430,19,301,0,False,2023-03-28 22:35:29.000000 UTC,N/A,Disabled
0,1360,456,svchost.exe,0x7e7962b0,16,271,0,False,2023-03-28 22:35:29.000000 UTC,N/A,Disabled
0,1220,456,spoolsv.exe,0x7ee3f2a8,12,276,0,False,2023-03-28 22:35:29.000000 UTC,N/A,Disabled
0,236,4,smss.exe,0x7ee5b020,2,31,N/A,False,2023-03-28 22:35:27.000000 UTC,N/A,Disabled
0,828,456,svchost.exe,0x7eed5518,30,1075,0,False,2023-03-28 22:35:28.000000 UTC,N/A,Disabled
0,668,456,svchost.exe,0x7f2d4030,10,257,0,False,2023-03-28 22:35:28.000000 UTC,N/A,Disabled
0,316,296,csrss.exe,0x7f308d40,9,379,0,False,2023-03-28 22:35:28.000000 UTC,N/A,Disabled
0,412,356,winlogon.exe,0x7f359d40,3,116,1,False,2023-03-28 22:35:28.000000 UTC,N/A,Disabled
0,948,748,audiodg.exe,0x7f382938,6,133,0,False,2023-03-28 23:15:32.000000 UTC,N/A,Disabled
0,2696,2728,chrome.exe,0x7f803be0,8,97,1,False,2023-03-28 22:37:34.000000 UTC,N/A,Disabled
0,2336,2728,chrome.exe,0x7f80e030,11,178,1,False,2023-03-28 22:38:10.000000 UTC,N/A,Disabled
0,3388,2728,chrome.exe,0x7f89a5a8,13,201,1,False,2023-03-28 22:37:36.000000 UTC,N/A,Disabled
0,2848,588,dllhost.exe,0x7f8ac030,0,-,1,False,2023-03-28 23:17:40.000000 UTC,2023-03-28 23:17:45.000000 UTC,Disabled
0,476,2728,chrome.exe,0x7f94b510,14,221,1,False,2023-03-28 22:39:30.000000 UTC,N/A,Disabled
0,1844,328,bin2hex.exe,0x7f9beb30,0,-,1,False,2023-03-28 23:17:18.000000 UTC,2023-03-28 23:17:18.000000 UTC,Disabled
0,4048,456,svchost.exe,0x7fc0d030,9,316,0,False,2023-03-28 22:37:29.000000 UTC,N/A,Disabled
0,888,328,131.exe,0x7fc36a28,0,-,1,False,2023-03-28 22:57:01.000000 UTC,2023-03-28 22:57:01.000000 UTC,Disabled
0,4020,456,sppsvc.exe,0x7fccf030,4,150,0,False,2023-03-28 22:37:29.000000 UTC,N/A,Disabled
0,3480,1008,SearchProtocol,0x7fcd0030,0,-,0,False,2023-03-28 23:15:01.000000 UTC,2023-03-28 23:17:33.000000 UTC,Disabled
0,2428,3664,GoogleCrashHan,0x7fcd2030,5,94,0,False,2023-03-28 22:37:34.000000 UTC,N/A,Disabled
0,1472,2728,chrome.exe,0x7fd3abd8,14,245,1,False,2023-03-28 22:37:35.000000 UTC,N/A,Disabled
0,3948,2744,FTK Imager.exe,0x7fd5da70,7,308,1,False,2023-03-28 22:41:58.000000 UTC,N/A,Disabled
0,2728,2544,chrome.exe,0x7fe02c48,32,1161,1,False,2023-03-28 22:37:34.000000 UTC,N/A,Disabled
0,1572,2728,chrome.exe,0x7fe129a0,7,138,1,False,2023-03-28 22:37:35.000000 UTC,N/A,Disabled
0,4,0,System,0x7ffbba20,84,516,N/A,False,2023-03-28 22:35:27.000000 UTC,N/A,Disabled

