TreeDepth,PID,PPID,ImageFileName,Offset(V),Threads,Handles,SessionId,Wow64,CreateTime,ExitTime,Audit,Cmd,Path
0,4,0,System,0x84568500,111,-,N/A,False,2023-03-29 15:18:14.000000 UTC,N/A,-,-,-
1,360,4,smss.exe,0x8f69b600,2,-,N/A,False,2023-03-29 15:18:14.000000 UTC,N/A,\\Device\\HarddiskVolume2\\Windows\\System32\\smss.exe,\\SystemRoot\\System32\\smss.exe,\\SystemRoot\\System32\\smss.exe
1,1608,4,MemCompression,0x845fb040,34,-,N/A,False,2023-03-29 15:18:17.000000 UTC,N/A,MemCompression,-,-
1,100,4,Registry,0x86a28640,4,-,N/A,False,2023-03-29 15:18:09.000000 UTC,N/A,Registry,-,-
0,448,436,csrss.exe,0x91ce70c0,10,-,0,False,2023-03-29 15:18:16.000000 UTC,N/A,\\Device\\HarddiskVolume2\\Windows\\System32\\csrss.exe,"%SystemRoot%\\system32\\csrss.exe ObjectDirectory=\\Windows SharedSection=1024,12288,512 Windows=On SubSystemType=Windows ServerDll=basesrv,1 ServerDll=winsrv:UserServerDllInitialization,3 ServerDll=sxssrv,4 ProfileControl=Off MaxRequestThreads=16",C:\\Windows\\system32\\csrss.exe
0,524,436,wininit.exe,0x91dd5680,1,-,0,False,2023-03-29 15:18:16.000000 UTC,N/A,\\Device\\HarddiskVolume2\\Windows\\System32\\wininit.exe,wininit.exe,C:\\Windows\\system32\\wininit.exe
1,692,524,lsass.exe,0x9546c800,9,-,0,False,2023-03-29 15:18:16.000000 UTC,N/A,\\Device\\HarddiskVolume2\\Windows\\System32\\lsass.exe,C:\\Windows\\system32\\lsass.exe,C:\\Windows\\system32\\lsass.exe
1,668,524,services.exe,0x9544f040,6,-,0,False,2023-03-29 15:18:16.000000 UTC,N/A,\\Device\\HarddiskVolume2\\Windows\\System32\\services.exe,C:\\Windows\\system32\\services.exe,C:\\Windows\\system32\\services.exe
2,1152,668,svchost.exe,0x97f27440,15,-,0,False,2023-03-29 15:18:17.000000 UTC,N/A,\\Device\\HarddiskVolume2\\Windows\\System32\\svchost.exe,C:\\Windows\\System32\\svchost.exe -k LocalServiceNetworkRestricted -p,C:\\Windows\\System32\\svchost.exe
2,516,668,svchost.exe,0x84575640,12,-,0,False,2023-03-29 15:18:18.000000 UTC,N/A,\\Device\\HarddiskVolume2\\Windows\\System32\\svchost.exe,C:\\Windows\\system32\\svchost.exe -k LocalServiceNoNetworkFirewall -p,C:\\Windows\\system32\\svchost.exe
